2023-03-02T01:37:20.711135608+09:00 INFO flwr 2023-03-01 16:37:20,710 | app.py:139 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
2023-03-02T01:46:59.340536252+09:00 INFO flwr 2023-03-01 16:46:59,340 | server.py:396 | cid: ipv4:10.1.205.22:33908 - train + comm: 58.3046s - train: 38.9279s
2023-03-02T01:47:04.435577004+09:00 INFO flwr 2023-03-01 16:47:04,435 | server.py:396 | cid: ipv4:10.1.196.105:59210 - train + comm: 63.3996s - train: 51.1076s
2023-03-02T01:47:10.232086263+09:00 INFO flwr 2023-03-01 16:47:10,231 | server.py:396 | cid: ipv4:10.1.196.106:33050 - train + comm: 69.1960s - train: 48.4418s
2023-03-02T01:47:11.112480273+09:00 INFO flwr 2023-03-01 16:47:11,112 | server.py:396 | cid: ipv4:10.1.196.121:49266 - train + comm: 70.0765s - train: 50.5452s
2023-03-02T01:47:12.233020046+09:00 INFO flwr 2023-03-01 16:47:12,232 | server.py:396 | cid: ipv4:10.1.196.70:36628 - train + comm: 71.1970s - train: 50.1020s
2023-03-02T01:47:44.108448429+09:00 INFO flwr 2023-03-01 16:47:44,108 | server.py:396 | cid: ipv4:10.1.205.34:55190 - train + comm: 103.0723s - train: 103.0918s
2023-03-02T01:47:45.025386805+09:00 INFO flwr 2023-03-01 16:47:45,025 | server.py:396 | cid: ipv4:10.1.205.51:33630 - train + comm: 103.9894s - train: 103.9999s
2023-03-02T01:47:47.858364802+09:00 INFO flwr 2023-03-01 16:47:47,857 | server.py:396 | cid: ipv4:10.1.51.243:49302 - train + comm: 106.8220s - train: 83.9222s
2023-03-02T01:48:17.411477394+09:00 INFO flwr 2023-03-01 16:48:17,410 | server.py:396 | cid: ipv4:10.1.196.86:56736 - train + comm: 136.3751s - train: 136.3710s
2023-03-02T01:48:17.414495364+09:00 DEBUG flwr 2023-03-01 16:48:17,414 | server.py:257 | fit_round 3 received 48 results and 0 failures
2023-03-02T01:48:17.530825177+09:00 DEBUG flwr 2023-03-01 16:48:17,530 | server.py:184 | evaluate_round 3: strategy sampled 48 clients (out of 50)
2023-03-02T01:49:32.395464863+09:00 DEBUG flwr 2023-03-01 16:49:32,395 | server.py:198 | evaluate_round 3 received 48 results and 0 failures
2023-03-02T01:49:32.395937953+09:00 DEBUG flwr 2023-03-01 16:49:32,395 | server.py:243 | fit_round 4: strategy sampled 47 clients (out of 50)
2023-03-02T01:49:45.303718656+09:00 INFO flwr 2023-03-01 16:49:45,303 | server.py:396 | cid: ipv4:10.1.51.241:34182 - train + comm: 12.8814s - train: 12.8502s
2023-03-02T01:49:46.407633217+09:00 INFO flwr 2023-03-01 16:49:46,407 | server.py:396 | cid: ipv4:10.1.51.239:45176 - train + comm: 13.9853s - train: 13.9682s
2023-03-02T01:49:48.180015485+09:00 INFO flwr 2023-03-01 16:49:48,179 | server.py:396 | cid: ipv4:10.1.205.35:46530 - train + comm: 15.7577s - train: 15.7551s
2023-03-02T01:49:48.296911861+09:00 INFO flwr 2023-03-01 16:49:48,296 | server.py:396 | cid: ipv4:10.1.205.62:42102 - train + comm: 15.8746s - train: 15.8787s
2023-03-02T01:49:48.455893049+09:00 INFO flwr 2023-03-01 16:49:48,455 | server.py:396 | cid: ipv4:10.1.205.47:36958 - train + comm: 16.0336s - train: 16.0375s
2023-03-02T01:49:51.216080429+09:00 INFO flwr 2023-03-01 16:49:51,215 | server.py:396 | cid: ipv4:10.1.196.110:60332 - train + comm: 18.7936s - train: 18.7997s
2023-03-02T01:49:51.746079924+09:00 INFO flwr 2023-03-01 16:49:51,745 | server.py:396 | cid: ipv4:10.1.196.90:51618 - train + comm: 19.3237s - train: 19.3063s
2023-03-02T01:49:51.977827972+09:00 INFO flwr 2023-03-01 16:49:51,977 | server.py:396 | cid: ipv4:10.1.196.100:55374 - train + comm: 19.5555s - train: 19.5164s
2023-03-02T01:49:52.112792519+09:00 INFO flwr 2023-03-01 16:49:52,112 | server.py:396 | cid: ipv4:10.1.51.149:60428 - train + comm: 19.6904s - train: 19.6665s
2023-03-02T01:49:52.127510027+09:00 INFO flwr 2023-03-01 16:49:52,127 | server.py:396 | cid: ipv4:10.1.196.119:37544 - train + comm: 19.7051s - train: 19.6674s
2023-03-02T01:49:52.374334080+09:00 INFO flwr 2023-03-01 16:49:52,374 | server.py:396 | cid: ipv4:10.1.51.190:45250 - train + comm: 19.9521s - train: 19.9413s
2023-03-02T01:49:52.464240905+09:00 INFO flwr 2023-03-01 16:49:52,464 | server.py:396 | cid: ipv4:10.1.196.97:60012 - train + comm: 20.0419s - train: 20.0125s
2023-03-02T01:49:52.980845420+09:00 INFO flwr 2023-03-01 16:49:52,980 | server.py:396 | cid: ipv4:10.1.51.240:50926 - train + comm: 20.5585s - train: 20.5310s
2023-03-02T01:49:54.972251724+09:00 INFO flwr 2023-03-01 16:49:54,972 | server.py:396 | cid: ipv4:10.1.205.43:56106 - train + comm: 22.5499s - train: 22.5423s
2023-03-02T01:49:54.974513852+09:00 INFO flwr 2023-03-01 16:49:54,974 | server.py:396 | cid: ipv4:10.1.205.32:56450 - train + comm: 22.5522s - train: 22.5495s
2023-03-02T01:49:55.364160733+09:00 INFO flwr 2023-03-01 16:49:55,363 | server.py:396 | cid: ipv4:10.1.205.27:47688 - train + comm: 22.9418s - train: 22.9425s
2023-03-02T01:49:55.580524968+09:00 INFO flwr 2023-03-01 16:49:55,580 | server.py:396 | cid: ipv4:10.1.205.10:34352 - train + comm: 23.1582s - train: 23.1720s
2023-03-02T01:49:58.781815485+09:00 INFO flwr 2023-03-01 16:49:58,781 | server.py:396 | cid: ipv4:10.1.51.134:48256 - train + comm: 26.3594s - train: 13.4700s
2023-03-02T01:50:00.619488812+09:00 INFO flwr 2023-03-01 16:50:00,619 | server.py:396 | cid: ipv4:10.1.196.87:52382 - train + comm: 28.1971s - train: 28.1571s
2023-03-02T01:50:00.754537954+09:00 INFO flwr 2023-03-01 16:50:00,754 | server.py:396 | cid: ipv4:10.1.196.76:39370 - train + comm: 28.3322s - train: 28.2941s
2023-03-02T01:50:01.102848061+09:00 INFO flwr 2023-03-01 16:50:01,102 | server.py:396 | cid: ipv4:10.1.196.96:53862 - train + comm: 28.6805s - train: 28.6396s
2023-03-02T01:50:02.102478635+09:00 INFO flwr 2023-03-01 16:50:02,102 | server.py:396 | cid: ipv4:10.1.196.83:51552 - train + comm: 29.6802s - train: 29.6528s
2023-03-02T01:50:04.688059177+09:00 INFO flwr 2023-03-01 16:50:04,687 | server.py:396 | cid: ipv4:10.1.51.172:58394 - train + comm: 32.2657s - train: 32.2374s
2023-03-02T01:50:07.722806736+09:00 INFO flwr 2023-03-01 16:50:07,722 | server.py:396 | cid: ipv4:10.1.205.1:57490 - train + comm: 35.3004s - train: 15.7391s
2023-03-02T01:50:08.373951421+09:00 INFO flwr 2023-03-01 16:50:08,373 | server.py:396 | cid: ipv4:10.1.205.13:49850 - train + comm: 35.9517s - train: 15.3867s
2023-03-02T01:50:10.168774502+09:00 INFO flwr 2023-03-01 16:50:10,168 | server.py:396 | cid: ipv4:10.1.205.37:54878 - train + comm: 37.7464s - train: 21.9838s
2023-03-02T01:50:10.353878372+09:00 INFO flwr 2023-03-01 16:50:10,353 | server.py:396 | cid: ipv4:10.1.205.40:51312 - train + comm: 37.9316s - train: 22.0514s
2023-03-02T01:50:12.221914288+09:00 INFO flwr 2023-03-01 16:50:12,221 | server.py:396 | cid: ipv4:10.1.205.3:54410 - train + comm: 39.7996s - train: 39.7921s
2023-03-02T01:50:12.645573731+09:00 INFO flwr 2023-03-01 16:50:12,645 | server.py:396 | cid: ipv4:10.1.205.48:50530 - train + comm: 40.2232s - train: 40.2386s
2023-03-02T01:50:12.751656827+09:00 INFO flwr 2023-03-01 16:50:12,751 | server.py:396 | cid: ipv4:10.1.205.22:33908 - train + comm: 40.3292s - train: 40.3282s
2023-03-02T01:50:13.023295669+09:00 INFO flwr 2023-03-01 16:50:13,023 | server.py:396 | cid: ipv4:10.1.205.41:57588 - train + comm: 40.6009s - train: 40.6164s
2023-03-02T01:50:18.624488897+09:00 INFO flwr 2023-03-01 16:50:18,624 | server.py:396 | cid: ipv4:10.1.196.112:40734 - train + comm: 46.2021s - train: 26.8660s
2023-03-02T01:50:20.048685471+09:00 INFO flwr 2023-03-01 16:50:20,048 | server.py:396 | cid: ipv4:10.1.196.98:36404 - train + comm: 47.6263s - train: 28.8166s
2023-03-02T01:50:20.262233584+09:00 INFO flwr 2023-03-01 16:50:20,261 | server.py:396 | cid: ipv4:10.1.196.123:53106 - train + comm: 47.8398s - train: 27.7840s
2023-03-02T01:50:22.166437285+09:00 INFO flwr 2023-03-01 16:50:22,166 | server.py:396 | cid: ipv4:10.1.51.242:45550 - train + comm: 49.7440s - train: 30.0431s
2023-03-02T01:50:22.701324938+09:00 INFO flwr 2023-03-01 16:50:22,700 | server.py:396 | cid: ipv4:10.1.196.118:53892 - train + comm: 50.2788s - train: 27.7117s
2023-03-02T01:50:23.338994929+09:00 INFO flwr 2023-03-01 16:50:23,338 | server.py:396 | cid: ipv4:10.1.196.116:59962 - train + comm: 50.9164s - train: 50.8766s
2023-03-02T01:50:23.797557027+09:00 INFO flwr 2023-03-01 16:50:23,797 | server.py:396 | cid: ipv4:10.1.196.70:36628 - train + comm: 51.3752s - train: 51.3500s
2023-03-02T01:50:23.934112857+09:00 INFO flwr 2023-03-01 16:50:23,933 | server.py:396 | cid: ipv4:10.1.196.105:59210 - train + comm: 51.5118s - train: 51.5069s
2023-03-02T01:50:25.049129308+09:00 INFO flwr 2023-03-01 16:50:25,048 | server.py:396 | cid: ipv4:10.1.205.14:35002 - train + comm: 52.6268s - train: 38.6353s
2023-03-02T01:50:30.410848896+09:00 INFO flwr 2023-03-01 16:50:30,410 | server.py:396 | cid: ipv4:10.1.205.60:33862 - train + comm: 57.9884s - train: 38.0275s
2023-03-02T01:50:37.511569882+09:00 INFO flwr 2023-03-01 16:50:37,510 | server.py:396 | cid: ipv4:10.1.196.106:33050 - train + comm: 65.0887s - train: 49.0405s
2023-03-02T01:50:42.130218392+09:00 INFO flwr 2023-03-01 16:50:42,129 | server.py:396 | cid: ipv4:10.1.196.121:49266 - train + comm: 69.7078s - train: 49.9878s
2023-03-02T01:50:44.518646125+09:00 INFO flwr 2023-03-01 16:50:44,518 | server.py:396 | cid: ipv4:10.1.196.122:45968 - train + comm: 72.0963s - train: 49.5269s
2023-03-02T01:50:44.655381144+09:00 INFO flwr 2023-03-01 16:50:44,655 | server.py:396 | cid: ipv4:10.1.51.243:49302 - train + comm: 72.2330s - train: 72.2021s
2023-03-02T01:51:15.514259884+09:00 INFO flwr 2023-03-01 16:51:15,514 | server.py:396 | cid: ipv4:10.1.205.34:55190 - train + comm: 103.0919s - train: 103.0988s
2023-03-02T01:51:17.417645070+09:00 INFO flwr 2023-03-01 16:51:17,417 | server.py:396 | cid: ipv4:10.1.205.51:33630 - train + comm: 104.9952s - train: 104.9911s
2023-03-02T01:51:17.420813786+09:00 DEBUG flwr 2023-03-01 16:51:17,420 | server.py:257 | fit_round 4 received 47 results and 0 failures
2023-03-02T01:51:17.519998322+09:00 DEBUG flwr 2023-03-01 16:51:17,519 | server.py:184 | evaluate_round 4: strategy sampled 47 clients (out of 50)
2023-03-02T01:52:09.913826510+09:00 DEBUG flwr 2023-03-01 16:52:09,913 | server.py:198 | evaluate_round 4 received 47 results and 0 failures
2023-03-02T01:52:09.914316319+09:00 DEBUG flwr 2023-03-01 16:52:09,914 | server.py:243 | fit_round 5: strategy sampled 46 clients (out of 50)
2023-03-02T01:52:21.652829311+09:00 INFO flwr 2023-03-01 16:52:21,652 | server.py:396 | cid: ipv4:10.1.51.241:34182 - train + comm: 11.7070s - train: 11.6891s
2023-03-02T01:52:26.786322800+09:00 INFO flwr 2023-03-01 16:52:26,786 | server.py:396 | cid: ipv4:10.1.205.35:46530 - train + comm: 16.8407s - train: 16.8571s
2023-03-02T01:52:26.844700009+09:00 INFO flwr 2023-03-01 16:52:26,844 | server.py:396 | cid: ipv4:10.1.205.1:57490 - train + comm: 16.8991s - train: 16.8971s
2023-03-02T01:52:26.955634195+09:00 INFO flwr 2023-03-01 16:52:26,955 | server.py:396 | cid: ipv4:10.1.205.13:49850 - train + comm: 17.0100s - train: 17.0297s
2023-03-02T01:52:27.210764532+09:00 INFO flwr 2023-03-01 16:52:27,210 | server.py:396 | cid: ipv4:10.1.205.62:42102 - train + comm: 17.2650s - train: 17.2852s
2023-03-02T01:52:30.122784236+09:00 INFO flwr 2023-03-01 16:52:30,122 | server.py:396 | cid: ipv4:10.1.196.119:37544 - train + comm: 20.1770s - train: 20.1465s
2023-03-02T01:52:30.291659501+09:00 INFO flwr 2023-03-01 16:52:30,291 | server.py:396 | cid: ipv4:10.1.51.240:50926 - train + comm: 20.3460s - train: 20.3331s
2023-03-02T01:52:31.057364158+09:00 INFO flwr 2023-03-01 16:52:31,057 | server.py:396 | cid: ipv4:10.1.196.100:55374 - train + comm: 21.1117s - train: 21.1190s
2023-03-02T01:52:31.149333136+09:00 INFO flwr 2023-03-01 16:52:31,149 | server.py:396 | cid: ipv4:10.1.196.110:60332 - train + comm: 21.2036s - train: 21.1734s
2023-03-02T01:52:31.195160697+09:00 INFO flwr 2023-03-01 16:52:31,194 | server.py:396 | cid: ipv4:10.1.51.190:45250 - train + comm: 21.2494s - train: 21.2283s
2023-03-02T01:52:33.128517266+09:00 INFO flwr 2023-03-01 16:52:33,128 | server.py:396 | cid: ipv4:10.1.205.37:54878 - train + comm: 23.1829s - train: 23.1969s
2023-03-02T01:52:33.281551192+09:00 INFO flwr 2023-03-01 16:52:33,281 | server.py:396 | cid: ipv4:10.1.205.40:51312 - train + comm: 23.3360s - train: 23.3382s
2023-03-02T01:52:33.340988012+09:00 INFO flwr 2023-03-01 16:52:33,340 | server.py:396 | cid: ipv4:10.1.205.27:47688 - train + comm: 23.3953s - train: 23.4167s
2023-03-02T01:52:33.443305003+09:00 INFO flwr 2023-03-01 16:52:33,443 | server.py:396 | cid: ipv4:10.1.205.43:56106 - train + comm: 23.4976s - train: 23.5086s
2023-03-02T01:52:33.568694662+09:00 INFO flwr 2023-03-01 16:52:33,568 | server.py:396 | cid: ipv4:10.1.205.10:34352 - train + comm: 23.6231s - train: 23.6364s
2023-03-02T01:52:38.020242678+09:00 INFO flwr 2023-03-01 16:52:38,020 | server.py:396 | cid: ipv4:10.1.196.112:40734 - train + comm: 28.0746s - train: 28.0593s
2023-03-02T01:52:39.100059189+09:00 INFO flwr 2023-03-01 16:52:39,099 | server.py:396 | cid: ipv4:10.1.196.118:53892 - train + comm: 29.1542s - train: 29.1183s
2023-03-02T01:52:39.245277025+09:00 INFO flwr 2023-03-01 16:52:39,245 | server.py:396 | cid: ipv4:10.1.196.123:53106 - train + comm: 29.2996s - train: 29.2664s
2023-03-02T01:52:39.628689223+09:00 INFO flwr 2023-03-01 16:52:39,628 | server.py:396 | cid: ipv4:10.1.196.96:53862 - train + comm: 29.6830s - train: 29.6842s
2023-03-02T01:52:39.729437658+09:00 INFO flwr 2023-03-01 16:52:39,729 | server.py:396 | cid: ipv4:10.1.196.98:36404 - train + comm: 29.7837s - train: 29.7555s
2023-03-02T01:52:41.551719288+09:00 INFO flwr 2023-03-01 16:52:41,551 | server.py:396 | cid: ipv4:10.1.51.242:45550 - train + comm: 31.6059s - train: 31.6167s
2023-03-02T01:52:42.011192296+09:00 INFO flwr 2023-03-01 16:52:42,010 | server.py:396 | cid: ipv4:10.1.51.149:60428 - train + comm: 32.0655s - train: 20.3470s
2023-03-02T01:52:42.083378800+09:00 INFO flwr 2023-03-01 16:52:42,083 | server.py:396 | cid: ipv4:10.1.51.172:58394 - train + comm: 32.1377s - train: 32.1563s
2023-03-02T01:52:43.692518240+09:00 INFO flwr 2023-03-01 16:52:43,692 | server.py:396 | cid: ipv4:10.1.51.239:45176 - train + comm: 33.7469s - train: 12.4895s
2023-03-02T01:52:45.285501472+09:00 INFO flwr 2023-03-01 16:52:45,285 | server.py:396 | cid: ipv4:10.1.205.47:36958 - train + comm: 35.3399s - train: 14.2222s
2023-03-02T01:52:45.488020495+09:00 INFO flwr 2023-03-01 16:52:45,487 | server.py:396 | cid: ipv4:10.1.51.134:48256 - train + comm: 35.5424s - train: 12.1976s
2023-03-02T01:52:47.656157863+09:00 INFO flwr 2023-03-01 16:52:47,655 | server.py:396 | cid: ipv4:10.1.205.32:56450 - train + comm: 37.7105s - train: 20.8068s
2023-03-02T01:52:48.723215395+09:00 INFO flwr 2023-03-01 16:52:48,723 | server.py:396 | cid: ipv4:10.1.205.14:35002 - train + comm: 38.7775s - train: 38.7737s
2023-03-02T01:52:48.735067523+09:00 INFO flwr 2023-03-01 16:52:48,734 | server.py:396 | cid: ipv4:10.1.205.22:33908 - train + comm: 38.7894s - train: 38.7968s
2023-03-02T01:52:49.331312758+09:00 INFO flwr 2023-03-01 16:52:49,331 | server.py:396 | cid: ipv4:10.1.205.3:54410 - train + comm: 39.3857s - train: 39.3832s
2023-03-02T01:52:49.650274404+09:00 INFO flwr 2023-03-01 16:52:49,650 | server.py:396 | cid: ipv4:10.1.205.60:33862 - train + comm: 39.7046s - train: 39.6987s
2023-03-02T01:52:52.652535378+09:00 INFO flwr 2023-03-01 16:52:52,652 | server.py:396 | cid: ipv4:10.1.196.90:51618 - train + comm: 42.7068s - train: 19.5088s
2023-03-02T01:52:53.946995614+09:00 INFO flwr 2023-03-01 16:52:53,946 | server.py:396 | cid: ipv4:10.1.196.97:60012 - train + comm: 44.0013s - train: 20.5907s
2023-03-02T01:52:56.146406373+09:00 INFO flwr 2023-03-01 16:52:56,146 | server.py:396 | cid: ipv4:10.1.196.83:51552 - train + comm: 46.2007s - train: 29.3412s
2023-03-02T01:52:56.245858991+09:00 INFO flwr 2023-03-01 16:52:56,245 | server.py:396 | cid: ipv4:10.1.196.76:39370 - train + comm: 46.3002s - train: 29.0217s
2023-03-02T01:52:58.157239652+09:00 INFO flwr 2023-03-01 16:52:58,156 | server.py:396 | cid: ipv4:10.1.196.87:52382 - train + comm: 48.2115s - train: 28.0168s
2023-03-02T01:53:00.722555225+09:00 INFO flwr 2023-03-01 16:53:00,722 | server.py:396 | cid: ipv4:10.1.196.70:36628 - train + comm: 50.7768s - train: 50.7638s
2023-03-02T01:53:02.098321673+09:00 INFO flwr 2023-03-01 16:53:02,098 | server.py:396 | cid: ipv4:10.1.196.105:59210 - train + comm: 52.1527s - train: 52.1188s
2023-03-02T01:53:02.110148401+09:00 INFO flwr 2023-03-01 16:53:02,109 | server.py:396 | cid: ipv4:10.1.196.106:33050 - train + comm: 52.1644s - train: 52.1611s
2023-03-02T01:53:02.439343929+09:00 INFO flwr 2023-03-01 16:53:02,439 | server.py:396 | cid: ipv4:10.1.196.116:59962 - train + comm: 52.4936s - train: 52.4647s
2023-03-02T01:53:03.141707280+09:00 INFO flwr 2023-03-01 16:53:03,141 | server.py:396 | cid: ipv4:10.1.196.121:49266 - train + comm: 53.1960s - train: 53.1842s
2023-03-02T01:53:07.827726894+09:00 INFO flwr 2023-03-01 16:53:07,827 | server.py:396 | cid: ipv4:10.1.205.48:50530 - train + comm: 57.8819s - train: 37.5289s
2023-03-02T01:53:11.851960908+09:00 INFO flwr 2023-03-01 16:53:11,851 | server.py:396 | cid: ipv4:10.1.205.41:57588 - train + comm: 61.9062s - train: 38.4015s
2023-03-02T01:53:17.511233275+09:00 INFO flwr 2023-03-01 16:53:17,510 | server.py:396 | cid: ipv4:10.1.196.122:45968 - train + comm: 67.5653s - train: 50.5388s
2023-03-02T01:53:30.356738590+09:00 INFO flwr 2023-03-01 16:53:30,356 | server.py:396 | cid: ipv4:10.1.51.243:49302 - train + comm: 80.4109s - train: 80.4077s
2023-03-02T01:54:17.031280450+09:00 INFO flwr 2023-03-01 16:54:17,030 | server.py:396 | cid: ipv4:10.1.205.34:55190 - train + comm: 127.0853s - train: 105.8729s
2023-03-02T01:54:17.035619854+09:00 DEBUG flwr 2023-03-01 16:54:17,035 | server.py:257 | fit_round 5 received 46 results and 0 failures
2023-03-02T01:54:17.134832399+09:00 DEBUG flwr 2023-03-01 16:54:17,134 | server.py:184 | evaluate_round 5: strategy sampled 46 clients (out of 50)
2023-03-02T01:55:07.822996611+09:00 DEBUG flwr 2023-03-01 16:55:07,822 | server.py:198 | evaluate_round 5 received 46 results and 0 failures
2023-03-02T01:55:07.823446899+09:00 DEBUG flwr 2023-03-01 16:55:07,823 | server.py:243 | fit_round 6: strategy sampled 45 clients (out of 50)
2023-03-02T01:55:18.929413290+09:00 INFO flwr 2023-03-01 16:55:18,927 | server.py:396 | cid: ipv4:10.1.51.241:34182 - train + comm: 11.0643s - train: 11.0616s
2023-03-02T01:55:19.533189426+09:00 INFO flwr 2023-03-01 16:55:19,532 | server.py:396 | cid: ipv4:10.1.51.239:45176 - train + comm: 11.6700s - train: 11.6922s
2023-03-02T01:55:24.418110026+09:00 INFO flwr 2023-03-01 16:55:24,417 | server.py:396 | cid: ipv4:10.1.205.1:57490 - train + comm: 16.5549s - train: 16.5828s
2023-03-02T01:55:24.738197221+09:00 INFO flwr 2023-03-01 16:55:24,737 | server.py:396 | cid: ipv4:10.1.205.13:49850 - train + comm: 16.8750s - train: 16.8961s
2023-03-02T01:55:24.812323227+09:00 INFO flwr 2023-03-01 16:55:24,812 | server.py:396 | cid: ipv4:10.1.205.47:36958 - train + comm: 16.9491s - train: 16.9481s
2023-03-02T01:55:25.068496545+09:00 INFO flwr 2023-03-01 16:55:25,068 | server.py:396 | cid: ipv4:10.1.205.35:46530 - train + comm: 17.2053s - train: 17.2135s
2023-03-02T01:55:26.158292925+09:00 INFO flwr 2023-03-01 16:55:26,158 | server.py:396 | cid: ipv4:10.1.51.240:50926 - train + comm: 18.2951s - train: 18.3103s
2023-03-02T01:55:28.210006517+09:00 INFO flwr 2023-03-01 16:55:28,209 | server.py:396 | cid: ipv4:10.1.196.110:60332 - train + comm: 20.3467s - train: 20.3314s
2023-03-02T01:55:28.384440589+09:00 INFO flwr 2023-03-01 16:55:28,384 | server.py:396 | cid: ipv4:10.1.196.97:60012 - train + comm: 20.5213s - train: 20.5422s
2023-03-02T01:55:28.433413203+09:00 INFO flwr 2023-03-01 16:55:28,433 | server.py:396 | cid: ipv4:10.1.196.119:37544 - train + comm: 20.5702s - train: 20.5464s
2023-03-02T01:55:29.020596035+09:00 INFO flwr 2023-03-01 16:55:29,020 | server.py:396 | cid: ipv4:10.1.196.90:51618 - train + comm: 21.1573s - train: 21.0930s
2023-03-02T01:55:29.642020030+09:00 INFO flwr 2023-03-01 16:55:29,641 | server.py:396 | cid: ipv4:10.1.196.100:55374 - train + comm: 21.7788s - train: 21.7951s
2023-03-02T01:55:31.013035387+09:00 INFO flwr 2023-03-01 16:55:31,012 | server.py:396 | cid: ipv4:10.1.205.43:56106 - train + comm: 23.1497s - train: 23.1502s
2023-03-02T01:55:31.113697282+09:00 INFO flwr 2023-03-01 16:55:31,113 | server.py:396 | cid: ipv4:10.1.205.37:54878 - train + comm: 23.2504s - train: 23.2774s
2023-03-02T01:55:31.145545648+09:00 INFO flwr 2023-03-01 16:55:31,145 | server.py:396 | cid: ipv4:10.1.205.40:51312 - train + comm: 23.2824s - train: 23.2758s
2023-03-02T01:55:31.254087186+09:00 INFO flwr 2023-03-01 16:55:31,253 | server.py:396 | cid: ipv4:10.1.205.32:56450 - train + comm: 23.3909s - train: 23.4161s
2023-03-02T01:55:31.508127135+09:00 INFO flwr 2023-03-01 16:55:31,507 | server.py:396 | cid: ipv4:10.1.205.10:34352 - train + comm: 23.6449s - train: 23.6522s
2023-03-02T01:55:37.911596680+09:00 INFO flwr 2023-03-01 16:55:37,911 | server.py:396 | cid: ipv4:10.1.196.112:40734 - train + comm: 30.0482s - train: 30.0580s
2023-03-02T01:55:38.123598677+09:00 INFO flwr 2023-03-01 16:55:38,123 | server.py:396 | cid: ipv4:10.1.196.87:52382 - train + comm: 30.2603s - train: 30.2377s
2023-03-02T01:55:38.134700948+09:00 INFO flwr 2023-03-01 16:55:38,134 | server.py:396 | cid: ipv4:10.1.196.83:51552 - train + comm: 30.2713s - train: 30.2479s
2023-03-02T01:55:38.247794556+09:00 INFO flwr 2023-03-01 16:55:38,247 | server.py:396 | cid: ipv4:10.1.196.76:39370 - train + comm: 30.3844s - train: 30.3541s
2023-03-02T01:55:38.628189518+09:00 INFO flwr 2023-03-01 16:55:38,627 | server.py:396 | cid: ipv4:10.1.196.118:53892 - train + comm: 30.7649s - train: 30.7427s
2023-03-02T01:55:38.858731894+09:00 INFO flwr 2023-03-01 16:55:38,858 | server.py:396 | cid: ipv4:10.1.51.149:60428 - train + comm: 30.9955s - train: 19.9230s
2023-03-02T01:55:39.610769388+09:00 INFO flwr 2023-03-01 16:55:39,610 | server.py:396 | cid: ipv4:10.1.205.62:42102 - train + comm: 31.7476s - train: 14.7933s
2023-03-02T01:55:41.616036363+09:00 INFO flwr 2023-03-01 16:55:41,615 | server.py:396 | cid: ipv4:10.1.51.134:48256 - train + comm: 33.7528s - train: 12.5862s
2023-03-02T01:55:43.987098073+09:00 INFO flwr 2023-03-01 16:55:43,986 | server.py:396 | cid: ipv4:10.1.51.190:45250 - train + comm: 36.1238s - train: 18.9058s
2023-03-02T01:55:46.448308495+09:00 INFO flwr 2023-03-01 16:55:46,448 | server.py:396 | cid: ipv4:10.1.205.14:35002 - train + comm: 38.5851s - train: 38.5751s
2023-03-02T01:55:47.048744525+09:00 INFO flwr 2023-03-01 16:55:47,048 | server.py:396 | cid: ipv4:10.1.205.48:50530 - train + comm: 39.1855s - train: 39.1823s
2023-03-02T01:55:47.348653375+09:00 INFO flwr 2023-03-01 16:55:47,348 | server.py:396 | cid: ipv4:10.1.205.22:33908 - train + comm: 39.4854s - train: 39.4796s
2023-03-02T01:55:47.623503376+09:00 INFO flwr 2023-03-01 16:55:47,623 | server.py:396 | cid: ipv4:10.1.205.3:54410 - train + comm: 39.7602s - train: 39.7788s
2023-03-02T01:55:49.176980748+09:00 INFO flwr 2023-03-01 16:55:49,176 | server.py:396 | cid: ipv4:10.1.205.27:47688 - train + comm: 41.3137s - train: 20.9557s
2023-03-02T01:55:52.988637696+09:00 INFO flwr 2023-03-01 16:55:52,988 | server.py:396 | cid: ipv4:10.1.51.172:58394 - train + comm: 45.1252s - train: 33.4439s
2023-03-02T01:55:54.018959216+09:00 INFO flwr 2023-03-01 16:55:54,018 | server.py:396 | cid: ipv4:10.1.196.123:53106 - train + comm: 46.1556s - train: 29.2681s
2023-03-02T01:55:55.762065809+09:00 INFO flwr 2023-03-01 16:55:55,761 | server.py:396 | cid: ipv4:10.1.196.96:53862 - train + comm: 47.8989s - train: 29.5843s
2023-03-02T01:55:57.423800160+09:00 INFO flwr 2023-03-01 16:55:57,423 | server.py:396 | cid: ipv4:10.1.196.98:36404 - train + comm: 49.5603s - train: 29.0144s
2023-03-02T01:55:59.731968208+09:00 INFO flwr 2023-03-01 16:55:59,731 | server.py:396 | cid: ipv4:10.1.196.116:59962 - train + comm: 51.8686s - train: 51.8442s
2023-03-02T01:56:00.914684215+09:00 INFO flwr 2023-03-01 16:56:00,914 | server.py:396 | cid: ipv4:10.1.196.122:45968 - train + comm: 53.0513s - train: 52.9984s
2023-03-02T01:56:01.116509374+09:00 INFO flwr 2023-03-01 16:56:01,116 | server.py:396 | cid: ipv4:10.1.196.105:59210 - train + comm: 53.2533s - train: 53.2489s
2023-03-02T01:56:01.400758508+09:00 INFO flwr 2023-03-01 16:56:01,400 | server.py:396 | cid: ipv4:10.1.196.106:33050 - train + comm: 53.5375s - train: 53.5373s
